,PDB code,Resolution (A),Bnet
57654,4B6P,2.3,1.164830916
57655,3UB2,2.4,1.164824031
57656,2X6H,2.9,1.164820024
57657,1R4F,2.3,1.164811264
57658,3T48,1.5,1.164803402
57659,5C9F,2.0,1.164802599
57660,6XYB,1.47,1.164798461
57661,3LSC,1.64,1.164792095
57662,3VHZ,2.3,1.164774003
57663,6JKF,1.99,1.164772949
57664,3I7B,1.99,1.164771513
57665,5Y29,1.78,1.16476592
57666,6MOE,2.09,1.164764662
57667,3BOS,1.75,1.164753139
57668,5JI0,1.98,1.164708482
57669,5MF5,1.77,1.164707969
57670,4CM7,1.9,1.164703329
57671,4KP1,1.8,1.164665197
57672,2Y0O,1.23,1.164633132
57673,3RRW,2.5,1.164617186
57674,6GRU,1.93,1.1646166
57675,5DSU,1.93,1.16461305
57676,5MA0,1.9,1.164606221
57677,3QVG,2.26,1.164592069
57678,3QWV,2.03,1.164580976
57679,5LY0,1.88,1.164576132
57680,3E1W,2.6,1.164543753
57681,6HMT,1.1,1.164539799
57682,3MWQ,1.68,1.16451377
57683,2I02,1.8,1.164505141
57684,2BWJ,2.3,1.164503934
57685,6J55,2.33,1.16447712
57686,2R1A,3.25,1.164472132
57687,5EBM,2.5,1.164453653
57688,3E9O,2.0,1.164437309
57689,3LHT,1.35,1.16441542
57690,6AGT,1.95,1.164398298
57691,6O76,2.79,1.164389465
57692,2GUG,2.28,1.164379655
57693,1J1I,1.86,1.164362534
57694,3ING,1.95,1.164348899
57695,6FMC,0.9,1.164347214
57696,6SZ1,1.75,1.164328375
57697,1M49,2.0,1.164301753
57698,3G1R,1.7,1.164300126
57699,1KFI,2.42,1.164284581
57700,5I6X,3.14,1.164268959
57701,4PP0,1.57,1.164236863
57702,3ZX1,1.95,1.16423672
57703,3D4I,1.95,1.164213135
57704,5IBX,1.65,1.164212816
57705,3HJZ,1.9,1.164172989
57706,6EY4,2.0,1.164150145
57707,1XW2,1.75,1.164141085
57708,5OWS,1.8,1.164121466
57709,2Q8F,2.03,1.164120959
57710,5Y2W,2.2,1.164116507
57711,4QEU,1.5,1.164106663
57712,3N0A,2.18,1.164103011
57713,1K6I,1.8,1.164097976
57714,2X7U,2.12,1.164058197
57715,1P0N,2.8,1.164046203
57716,2ZYN,1.7,1.164039141
57717,5CGF,2.8,1.16401482
57718,1LZZ,2.05,1.164000916
57719,3W7S,1.9,1.164000231
57720,4PVK,1.3,1.163997763
57721,2RKC,2.7,1.163990896
57722,4Z79,1.54,1.163990159
57723,6KL7,2.79,1.163982648
57724,5IZT,1.9,1.163981132
57725,6R1I,2.63,1.163933241
57726,2XY9,1.97,1.163921003
57727,1IU7,1.7,1.163916151
57728,6AA5,1.9,1.163882959
57729,2JH6,2.21,1.163879925
57730,2ATF,1.75,1.163873161
57731,3MYH,2.01,1.163852413
57732,4KIL,1.73,1.163846314
57733,4EJ7,2.29,1.163845326
57734,1KLM,2.65,1.163812797
57735,4X8G,3.29,1.163803791
57736,3VNI,1.98,1.16380373
57737,3MMD,1.7,1.16379326
57738,2FDY,1.9,1.163785796
57739,3VSH,2.7,1.163777209
57740,2XSS,2.5,1.163774194
57741,4LZ7,2.1,1.163725269
57742,2YXW,1.5,1.163703558
57743,2XG7,3.45,1.163688224
57744,4DQ1,2.71,1.163676166
57745,3D7I,1.75,1.163647978
57746,5J6N,1.9,1.163646593
57747,4GU7,3.1,1.163644099
57748,4PEL,2.8,1.163642156
57749,2XCX,2.3,1.163634493
57750,4PVH,1.3,1.163582289
57751,3PTW,2.1,1.163582241
57752,3TY1,1.9,1.163561229
57753,1RLJ,2.0,1.163558764
57754,1VQR,2.25,1.163557825
57755,6ZL7,1.5,1.163550165
57756,3H1A,2.25,1.163490427
57757,3RVW,1.95,1.16348899
57758,3T5W,1.8,1.163463102
57759,5YNQ,1.96,1.163439514
57760,3IU1,1.42,1.163433274
57761,3GRK,2.35,1.163393315
57762,6JTK,2.2,1.16336567
57763,5WFC,2.28,1.163353987
57764,6NV8,2.26,1.163339742
57765,1MGW,2.0,1.163338875
57766,3MR0,1.49,1.163326043
57767,4FXP,1.95,1.163320634
57768,1O5R,2.35,1.163306905
57769,5XIS,1.78,1.163286614
57770,3R3G,1.75,1.163279286
57771,1HOX,2.1,1.163272836
57772,5HZI,2.6,1.163248647
57773,4KV3,2.2,1.16324139
57774,4IU2,2.0,1.16322545
57775,5ZQH,2.4,1.163224717
57776,6MME,1.9,1.163196005
57777,3KLM,1.7,1.163194889
57778,1YZN,2.06,1.163176421
57779,6BWO,2.03,1.163172296
57780,4CDJ,1.5,1.163167416
57781,5PS9,1.71,1.163147187
57782,3K0H,2.7,1.163142643
57783,5.00E+16,1.65,1.163133718
57784,2B29,1.6,1.163126841
57785,5AK7,1.46,1.163110458
57786,2R40,2.4,1.163069057
57787,1FDP,2.1,1.163031576
57788,4MQ1,2.35,1.163030086
57789,3DHD,2.0,1.162988641
57790,4P98,1.9,1.162954836
57791,6ZLD,1.8,1.162949546
57792,2VZS,1.85,1.162936406
57793,4AKS,2.19,1.16291985
57794,4XSG,1.8,1.162919064
57795,4D01,1.79,1.162909541
57796,5UT9,1.85,1.162887006
57797,3FJE,2.1,1.162883501
57798,4BAO,1.87,1.162840641
57799,5PAF,1.5,1.16283198
57800,2GO7,2.1,1.162818241
57801,5EP3,1.8,1.162818184
57802,5J0G,2.5,1.1627518
57803,3UNW,2.56,1.162743571
57804,5UV6,2.65,1.162741628
57805,6OAV,1.94,1.162739063
57806,4QDQ,1.95,1.162737442
57807,4C9W,1.65,1.162697842
57808,4BJI,1.45,1.162690319
57809,4LJI,1.51,1.162662869
57810,5OUU,1.81,1.162653776
57811,5YLS,3.0,1.162631051
57812,3QYP,1.6,1.162611798
57813,1FP8,2.3,1.162599117
57814,5NCZ,1.94,1.162569447
57815,1ZS2,2.15,1.162566519
57816,3VOE,2.6,1.162541552
57817,3CWV,1.95,1.162531433
57818,5DBY,2.35,1.16252503
57819,5WMF,1.9,1.162482839
57820,3LS7,1.98,1.162479658
57821,6QR1,1.67,1.162474851
57822,2CG0,1.8,1.162469988
57823,3UM9,2.19,1.162458197
57824,2Y38,2.9,1.162438748
57825,4RMM,2.2,1.162425901
57826,2RK7,1.9,1.162414838
57827,3JWU,1.92,1.162407415
57828,3BH7,1.9,1.162367371
57829,4ZHR,2.6,1.162343615
57830,6NEG,1.95,1.16234
57831,5QR9,1.62,1.16232974
57832,2X35,2.0,1.162302767
57833,3M8U,1.85,1.162289351
57834,5DYO,2.36,1.162281267
57835,3HGJ,2.0,1.162253294
57836,3RF5,2.1,1.162237796
57837,3BQH,1.95,1.162233692
57838,2Q1Y,2.3,1.162218144
57839,6N73,2.4,1.16219971
57840,3UR5,1.6,1.162197805
57841,3GL4,2.15,1.162178365
57842,5PBP,1.88,1.162150591
57843,3LC8,2.0,1.162128598
57844,3DXE,2.0,1.162118954
57845,2XIT,1.8,1.162106313
57846,3T58,2.4,1.162081578
57847,6T96,1.65,1.162071298
57848,6BYC,1.9,1.162070178
57849,3BG5,2.69,1.162061406
57850,6BJ3,1.9,1.162057878
57851,5IXP,1.73,1.162036549
57852,3E4G,0.96,1.16203388
57853,6CVD,1.78,1.162029465
57854,3MOH,2.1,1.162027986
57855,4RI6,1.52,1.161988856
57856,3FSN,2.14,1.161987115
57857,5PC9,1.76,1.161977038
57858,4MUQ,1.36,1.161964953
57859,4U9G,2.25,1.161937359
57860,3WRM,1.95,1.161906736
57861,2HZ1,1.54,1.161903997
57862,2DDF,1.7,1.161902777
57863,3NMO,3.1,1.161880685
57864,1WNT,2.31,1.161847879
57865,2R26,2.4,1.161841143
57866,6D5R,2.0,1.161837557
57867,4ZXS,2.77,1.161816838
57868,1W05,2.36,1.161815698
57869,1QZF,2.78,1.161804916
57870,4J8D,2.8,1.161804033
57871,1O7D,2.6,1.161795951
57872,5Z5D,1.7,1.161784767
57873,6V3J,1.98,1.16177379
57874,6NYR,2.43,1.161769242
57875,5FVS,1.95,1.161768886
57876,6I6X,2.39,1.161766473
57877,4XNJ,2.3,1.161764904
57878,2J7D,2.24,1.161756672
57879,3ON2,1.96,1.161748236
57880,6WYI,1.91,1.161747625
57881,5WM7,1.78,1.161740997
57882,2D4G,2.31,1.161708234
57883,3OD7,1.8,1.161680546
57884,5AYM,3.0,1.161659771
57885,3D09,1.9,1.161649433
57886,6IGD,2.49,1.161587586
57887,1Z59,2.1,1.161573859
57888,7CMR,2.2,1.161569513
57889,3WA5,1.9,1.161555628
57890,5GLL,1.8,1.161544279
57891,3R6V,2.6,1.16154135
57892,5ZKU,2.31,1.16152444
57893,4UDJ,1.94,1.161511802
57894,6SJ5,2.27,1.161509861
57895,4FBB,1.8,1.161477934
57896,4JGJ,2.65,1.161464634
57897,5LDZ,2.2,1.161446635
57898,2GAA,1.95,1.161420779
57899,4Y8V,2.1,1.16141993
57900,3C20,2.7,1.161413475
57901,3NGJ,1.7,1.161371627
57902,6HU0,1.75,1.161356853
57903,2JJ7,2.1,1.161351471
57904,6I1E,1.64,1.161350713
57905,3RNE,2.5,1.161337751
57906,5IDH,1.55,1.161336454
57907,3IJR,2.05,1.161315168
57908,2ZUB,2.9,1.161304268
57909,4KI5,2.47,1.16129808
57910,6IZT,2.03,1.161289173
57911,3I3B,2.2,1.161269316
57912,4NB2,1.89,1.161260342
57913,5N3P,1.58,1.161248903
57914,2VJQ,1.8,1.161245459
57915,6JWV,2.7,1.16122385
57916,6QP5,1.9,1.161221512
57917,6UKM,1.74,1.16121698
57918,1HFB,1.89,1.161213836
57919,4QDT,1.5,1.161211147
57920,4FNG,1.95,1.161209978
57921,4PT5,2.59,1.161204517
57922,5I8E,2.66,1.161189652
57923,6V0N,2.11,1.161168695
57924,1U36,1.89,1.161145877
57925,3UDQ,2.73,1.161142696
57926,4OE4,2.17,1.161141016
57927,2RI2,2.19,1.161119671
57928,4B3J,2.5,1.161103501
57929,6M53,1.55,1.161098588
57930,5SWU,2.1,1.161071982
57931,2R45,2.3,1.161056071
57932,2F8Z,2.61,1.161051486
57933,5E9H,2.3,1.161047386
57934,5YGF,1.7,1.161041242
57935,4B28,2.15,1.161024854
57936,7BYW,1.75,1.160995527
57937,6LQ7,1.9,1.160945423
57938,3V7T,2.09,1.160944708
57939,5ZMQ,1.98,1.160942693
57940,2WQ8,2.19,1.160928747
57941,5TAK,2.0,1.160927377
57942,1NE8,2.1,1.160923389
57943,2EXJ,2.2,1.160920811
57944,4RYC,2.45,1.160916099
57945,1A4K,2.4,1.160912038
57946,4WBE,2.05,1.160911669
57947,5POW,1.77,1.160909636
57948,5U0C,3.0,1.160905355
57949,5HY0,2.4,1.160893002
57950,3BS0,2.5,1.160892975
57951,3RAO,2.3,1.160892786
57952,2F3R,2.5,1.160892021
57953,4EQU,2.0,1.160872278
57954,4L03,2.1,1.160870887
57955,3WPW,2.0,1.160822084
57956,3SUK,1.34,1.160817389
57957,6UF3,1.6,1.160805565
57958,6UUD,1.85,1.160802163
57959,5NOP,1.94,1.160749154
57960,4ZSJ,2.48,1.160741313
57961,5N4Q,1.62,1.160732489
57962,3TCV,1.75,1.16072927
57963,1C8X,1.99,1.160723882
57964,2O74,1.8,1.160720615
57965,1WS9,2.3,1.160717175
57966,4CD8,1.47,1.160688254
57967,2QB2,1.65,1.160660758
57968,3BY7,2.6,1.160637387
57969,2A0N,1.64,1.160624369
57970,4A0J,2.8,1.160615204
57971,3VJH,2.22,1.160594052
57972,6NYT,1.37,1.160568145
57973,5AH4,2.31,1.160567679
57974,5JE8,2.09,1.160559408
57975,4CLT,1.95,1.160553368
57976,6K8M,1.45,1.160544284
57977,2PBF,2.0,1.160541254
57978,1YTL,1.8,1.160536558
57979,3MA0,2.2,1.160502315
57980,4GOY,2.29,1.160497707
57981,5MHM,2.12,1.160476795
57982,1J3L,2.29,1.160471191
57983,4EI6,1.6,1.160467456
57984,3A26,2.5,1.160457402
57985,6AAR,1.95,1.16044091
57986,2E5B,2.0,1.160427414
57987,2XTX,2.2,1.160414934
57988,1JCE,2.1,1.160379137
57989,5B7S,2.58,1.160371369
57990,5FYB,1.87,1.160365684
57991,2DGJ,2.35,1.160341215
57992,5G4S,1.6,1.16032932
57993,4W7P,2.8,1.160317864
57994,6EOL,1.5,1.160296423
57995,4KE5,2.11,1.160279531
57996,3O7S,1.73,1.160277526
57997,4NO2,2.0,1.160274249
57998,5AEJ,1.9,1.160268527
57999,6ZUU,1.94,1.160255438
58000,3QUR,1.57,1.160192507
58001,1VYW,2.3,1.160184216
58002,5SV1,3.47,1.160182656
58003,5XO6,2.38,1.160180044
58004,3OYR,2.0,1.160167841
58005,4GIJ,1.94,1.160154043
58006,3I0I,1.9,1.160148049
58007,6JLF,2.55,1.160126183
58008,2X63,2.0,1.16011527
58009,3IG4,2.89,1.160105359
58010,1ODC,2.2,1.160092725
58011,1LVW,1.7,1.160091585
58012,3GCQ,2.0,1.160075755
58013,6B31,3.18,1.160038909
58014,3BZM,1.95,1.160038238
58015,4MSH,2.3,1.160018425
58016,5OCS,1.7,1.159990384
58017,5SYR,1.8,1.159982613
58018,1I0Z,2.1,1.159948555
58019,6ND3,2.36,1.159944237
58020,2BIO,1.9,1.159922581
58021,4C2Y,1.64,1.159922111
58022,1JC4,1.99,1.159864228
58023,5VSA,2.0,1.159859521
58024,7A04,2.15,1.159855621
58025,3.00E+84,1.85,1.15985267
58026,3CPF,2.5,1.15984814
58027,4H51,1.85,1.159842892
58028,6GBK,1.9,1.159841646
58029,5GTE,2.0,1.159827799
58030,2YKU,1.9,1.159813539
58031,4OQL,2.1,1.159787512
58032,5ZCI,2.0,1.159783281
58033,4FFJ,1.95,1.159781147
58034,4BU6,1.8,1.159780456
58035,3Q8V,2.5,1.159780035
58036,4DGT,1.55,1.159770071
58037,6P3M,1.7,1.159769207
58038,4CQG,2.57,1.159762321
58039,6A75,2.75,1.159736584
58040,6PRD,2.01,1.159728132
58041,2VFI,2.25,1.159723837
58042,6KLI,1.8,1.159712756
58043,4IXT,2.49,1.159704484
58044,3N2N,1.8,1.159704097
58045,4CNV,1.62,1.159685598
58046,6H21,1.8,1.159679198
58047,3GNI,2.35,1.159671726
58048,5VEU,2.91,1.159654385
58049,1PR2,2.3,1.15963835
58050,6GIB,2.19,1.159624365
58051,3VQQ,2.0,1.159620807
58052,6I96,1.85,1.15961028
58053,2X6F,3.3,1.159609209
58054,2EPK,1.85,1.159601103
58055,5IA0,1.95,1.159586866
58056,6SSI,2.59,1.159577239
58057,3SO5,1.7,1.159554862
58058,1NV4,1.9,1.159549449
58059,5TQV,1.65,1.159547449
58060,6DX7,2.61,1.159536773
58061,4A38,1.99,1.159525119
58062,3WYO,2.0,1.159466428
58063,4JAR,1.98,1.159454264
58064,1Z1N,2.1,1.159453151
58065,4A27,2.1,1.159450806
58066,4MMI,2.4,1.159411103
58067,3W02,2.97,1.159410515
58068,1OSY,1.7,1.159391965
58069,4QI7,2.9,1.159390394
58070,3M42,2.68,1.159377908
58071,5RJV,1.45,1.159364817
58072,5JYJ,2.3,1.159362012
58073,1VKH,1.85,1.159357506
58074,5FLD,1.56,1.159350657
58075,6E9B,3.15,1.159350421
58076,4O1S,2.7,1.159335951
58077,4XF1,1.55,1.159328125
58078,5JN0,1.68,1.159312612
58079,5VJV,1.93,1.159298128
58080,4EK9,2.5,1.159295718
58081,3R3J,3.1,1.159278863
58082,1KWX,2.0,1.159253075
58083,3B8B,1.7,1.159228086
58084,5X0F,1.76,1.159222589
58085,4FTI,2.19,1.159212776
58086,2VGR,1.99,1.15921196
58087,2GEN,1.7,1.159190796
58088,5ZKX,2.3,1.159178331
58089,4HSC,2.1,1.159154975
58090,19GS,1.89,1.159138413
58091,5O5T,1.43,1.159134613
58092,5ZIG,2.05,1.15912125
58093,2ZYM,1.79,1.159105536
58094,4IGK,1.75,1.159095761
58095,5X1N,2.0,1.159046445
58096,4QMM,1.85,1.159046078
58097,3KQY,2.2,1.15903609
58098,5IF8,2.3,1.159029609
58099,4ORE,1.9,1.159027792
58100,5C1H,1.55,1.159022882
58101,5CX3,2.3,1.159008684
58102,4NWB,1.8,1.158991062
58103,4QSU,1.9,1.158974319
58104,5Z4G,1.5,1.158914248
58105,3WVV,1.82,1.158907248
58106,6F7U,1.4,1.158900183
58107,1UMR,2.4,1.158894634
58108,2O1B,1.95,1.158862144
58109,1JLH,2.1,1.15885483
58110,2B11,2.31,1.158847561
58111,2WVB,1.9,1.158815564
58112,6G6F,1.7,1.158753843
58113,5OWT,2.2,1.158734081
58114,6QGT,1.99,1.158727812
58115,1YD6,2.0,1.158720434
58116,2VLM,1.98,1.158696619
58117,3T6V,2.0,1.158689555
58118,6R8I,1.52,1.158679311
58119,4ECM,2.3,1.158674599
58120,6OCJ,2.5,1.15866764
58121,2O98,2.7,1.158635226
58122,6UXN,2.49,1.158633741
58123,4IBM,1.8,1.158632822
58124,5O3C,1.6,1.158623754
58125,2QVR,2.05,1.158617683
58126,6IVQ,2.65,1.158608
58127,6R4J,2.42,1.158595668
58128,4FYM,2.59,1.158591031
58129,4KJR,2.99,1.158557104
58130,5CZ4,2.3,1.158542948
58131,3EV3,1.68,1.158538968
58132,1GSJ,1.85,1.158525057
58133,3BH6,2.6,1.158514661
58134,6SDU,2.2,1.158462546
58135,5IUE,2.62,1.158455277
58136,4QM0,2.2,1.158454308
58137,6GQF,2.9,1.158438723
58138,4TUV,2.5,1.158393085
58139,4HXF,1.6,1.158377924
58140,3ZKP,2.0,1.158357064
58141,1U0Z,1.9,1.158354483
58142,4EC2,3.0,1.158352983
58143,5Y6N,1.57,1.158318708
58144,4ZSQ,2.3,1.158312929
58145,4FOB,1.9,1.158295885
58146,3W5J,1.93,1.158294023
58147,2HXP,1.83,1.158263053
58148,4YO8,2.1,1.15823568
58149,6PF7,2.8,1.158233714
58150,5NLM,2.14,1.158229034
58151,1OOZ,2.07,1.158226166
58152,3DMV,1.65,1.15819741
58153,3T1W,2.4,1.158187427
58154,5M93,1.79,1.158169341
58155,5EHO,2.18,1.158168515
58156,4G4M,1.48,1.158164316
58157,6BQH,2.7,1.158157579
58158,4H3P,2.3,1.158148733
58159,4C2V,1.49,1.15813586
58160,1W2H,2.0,1.15813292
58161,4Z7C,2.2,1.158126722
58162,6BGE,2.9,1.158124333
58163,4HTF,1.58,1.158104631
58164,5QZG,1.55,1.158102533
58165,2XYR,2.5,1.158066379
58166,3ETZ,2.0,1.158035576
58167,4MPH,2.03,1.157994751
58168,3KTX,2.1,1.157986237
58169,4PJ5,2.0,1.157970544
58170,2IXC,1.79,1.157958285
58171,3NR4,2.01,1.157952595
58172,4HZ4,1.62,1.157949511
58173,3EXB,1.6,1.15794521
58174,6PQ3,1.75,1.157942483
58175,3VB1,2.0,1.157896039
58176,5PMI,1.71,1.157875506
58177,5EZN,2.5,1.157868039
58178,1XQ5,1.9,1.157837469
58179,4KZF,1.84,1.157827883
58180,3CE8,2.4,1.157799365
58181,4KEZ,1.85,1.157794016
58182,4ZR7,1.86,1.157784843
58183,5MXD,2.52,1.157783072
58184,3K63,2.49,1.15778266
58185,2OLG,1.7,1.157781283
58186,5LB3,1.8,1.157779973
58187,4AJG,2.3,1.157775049
58188,2XFV,1.9,1.157765188
58189,5T10,2.5,1.157745051
58190,3FEQ,2.63,1.157729208
58191,1YPM,1.85,1.157720406
58192,3LL7,1.8,1.157706009
58193,1H08,1.79,1.157700821
58194,6DB3,1.97,1.157693903
58195,3UZO,2.0,1.157683742
58196,3VZ1,2.1,1.157672341
58197,1Q97,2.3,1.157663821
58198,3EIW,1.6,1.157648197
58199,5EJB,3.2,1.157643604
58200,3UFO,2.17,1.157629228
58201,5YPO,2.29,1.157626012
58202,4J3U,1.7,1.157621843
58203,2DWS,1.84,1.157616562
58204,5PG5,1.75,1.157598884
58205,5Y6M,2.0,1.157596221
58206,6FH6,2.08,1.157579613
58207,6JXT,2.31,1.157570606
58208,4J0O,2.5,1.157536664
58209,4ZPS,2.8,1.1575364
58210,3ST8,1.98,1.157526478
58211,5ZBT,2.4,1.157506465
58212,5UGZ,1.98,1.157478856
58213,3RIG,1.95,1.157464023
58214,4N17,1.5,1.15746323
58215,5EOC,1.98,1.157454226
58216,4QQV,3.45,1.157429257
58217,6S1J,1.41,1.157425416
58218,5LVV,2.54,1.157419487
58219,4CP0,2.15,1.157413669
58220,3JZG,2.1,1.157405981
58221,1VYJ,2.8,1.157401955
58222,3BAU,1.59,1.157392742
58223,3L3X,1.55,1.15739246
58224,1QC7,2.2,1.157384257
58225,2QMR,3.0,1.157383497
58226,5DV6,2.8,1.157382011
58227,4UCH,2.2,1.157310398
58228,2YXZ,1.9,1.15730409
58229,6QQU,1.59,1.157302755
58230,1V9P,2.88,1.157274819
58231,5PVG,1.69,1.157250727
58232,5FGF,2.6,1.157249045
58233,6RM0,2.51,1.157242851
58234,3KEK,1.97,1.157207093
58235,4GF8,2.3,1.157205316
58236,1D7B,1.9,1.157199832
58237,2JEE,2.8,1.157171842
58238,4MXR,1.85,1.15717107
58239,6JQR,2.2,1.157164624
58240,5G08,1.52,1.157163033
58241,2RAH,2.0,1.15715391
58242,5BPY,2.31,1.157028253
58243,6PNH,1.85,1.157027847
58244,2CFD,1.6,1.157020882
58245,4X00,1.38,1.157017338
58246,1Z2Z,2.6,1.157006374
58247,2HA9,2.7,1.157000077
58248,6NVM,1.75,1.156976945
58249,2ADD,2.5,1.15696666
58250,5IQ8,2.06,1.156959527
58251,1G23,2.8,1.156943504
58252,5NCH,1.82,1.15694206
58253,4MPG,1.95,1.156919061
58254,4Y9O,1.81,1.156893873
58255,5VE5,2.35,1.156889581
58256,4Q8Q,1.72,1.156864711
58257,1YI7,1.9,1.156816708
58258,3AGY,1.85,1.156815864
58259,6F49,2.02,1.156807788
58260,6KR4,2.84,1.156805361
58261,6GLW,1.9,1.156787829
58262,5MS8,2.85,1.156776417
58263,6EG0,2.9,1.15677197
58264,3K43,2.0,1.156752092
58265,5WNF,2.45,1.156731961
58266,3UQG,2.2,1.156722623
58267,4TTG,1.6,1.156718887
58268,4UCK,2.66,1.156713386
58269,4IP3,2.3,1.156711255
58270,4PVE,1.5,1.156694205
58271,5QNX,1.68,1.156691351
58272,3LMD,1.9,1.156668196
58273,4S3S,1.64,1.156665764
58274,5FQS,1.94,1.15666382
58275,4R5X,1.85,1.156659976
58276,5C27,2.15,1.156659078
58277,4USM,1.82,1.156648779
58278,5NAQ,2.48,1.156646161
58279,3RNC,2.74,1.156625344
58280,4NSS,2.4,1.156605337
58281,4HVM,2.7,1.156590884
58282,5F8R,2.44,1.156590099
58283,3ZS1,2.6,1.15657393
58284,3D94,2.3,1.156566479
58285,1ZZU,1.9,1.156565673
58286,4RM8,1.9,1.156543278
58287,1N7R,2.21,1.156533989
58288,4IIW,2.6,1.156519216
58289,2RK8,2.0,1.156503679
58290,1Y1R,2.09,1.156501442
58291,4ZM7,0.7,1.156487903
58292,6JT7,1.86,1.156477251
58293,3P4O,2.3,1.156468855
58294,5EUI,1.45,1.15646636
58295,1SI6,1.45,1.156462294
58296,4H9T,2.1,1.156404521
58297,5JJP,2.3,1.156386935
58298,6GTZ,1.72,1.156368183
58299,2JG5,2.3,1.156364233
58300,4KNX,1.9,1.156341945
58301,4O9S,2.3,1.156331464
58302,4OUB,2.19,1.156319669
58303,1GVH,2.19,1.156280296
58304,5E6E,1.76,1.156196072
58305,1I6I,2.0,1.156191884
58306,6C92,1.83,1.156169336
58307,6KCX,1.93,1.156153989
58308,4GS7,2.35,1.156135203
58309,5CPM,1.35,1.156130657
58310,5Z0A,2.09,1.15611984
58311,6SQF,2.01,1.156099136
58312,2Z7X,2.08,1.156096701
58313,1VCT,1.85,1.156066148
58314,3EBT,1.3,1.156052779
58315,1YSD,1.9,1.156020858
58316,1IBJ,2.3,1.156016496
58317,5B50,1.65,1.156006549
58318,5FNN,2.09,1.15595932
58319,3PJ7,1.85,1.155954706
58320,6ER6,1.56,1.155946777
58321,4PRY,1.7,1.15594078
58322,4ZC6,2.1,1.155938325
58323,5GRF,2.5,1.155925583
58324,3ROQ,2.1,1.155902978
58325,3M09,2.01,1.155887839
58326,2Q1H,1.9,1.155882116
58327,5PVJ,1.57,1.155880452
58328,6YJV,1.7,1.155866387
58329,6C9N,2.1,1.155845392
58330,4NBF,2.0,1.155841245
58331,3MB4,1.66,1.155806176
58332,3A11,2.5,1.15580446
58333,3FGH,1.35,1.155796401
58334,4EA1,2.46,1.155779918
58335,5VP1,1.85,1.155730562
58336,2HA2,2.05,1.155685403
58337,2XXP,1.69,1.155682757
58338,4N8F,2.0,1.155673542
58339,3GPH,2.7,1.155658809
58340,4EMW,2.39,1.155633475
58341,4WHG,2.16,1.155608263
58342,2QW1,1.7,1.15559861
58343,5MEG,2.0,1.155584559
58344,5ALI,1.85,1.155575953
58345,2QUL,1.79,1.155568754
58346,4FYX,2.09,1.155524557
58347,3NEG,2.8,1.155512422
58348,1X7Y,1.57,1.155509939
58349,4N37,2.0,1.155477234
58350,4R4G,2.62,1.155466196
58351,1I3U,1.95,1.155463249
58352,4RKL,1.66,1.155451292
58353,5UN7,2.1,1.155426608
58354,4XNX,3.0,1.155418828
58355,4DGG,2.65,1.155416823
58356,3S6T,2.3,1.155410819
58357,5GLP,1.8,1.155406576
58358,3QC8,2.2,1.155389811
58359,5T7M,2.25,1.155384167
58360,1S5T,2.3,1.155347401
58361,6NJI,2.45,1.155346247
58362,4NA5,2.0,1.155303051
58363,5C6D,2.29,1.155297495
58364,5BQM,3.1,1.1552951
58365,2IHE,2.1,1.155292194
58366,6ON1,1.98,1.15526681
58367,2HX2,1.95,1.155240823
58368,3DG8,2.58,1.155236335
58369,6IOJ,2.29,1.155232492
58370,5PGA,1.59,1.1552263
58371,4O6I,2.0,1.155223132
58372,3NI0,1.6,1.155209065
58373,4H1E,1.9,1.155201267
58374,5KR3,1.95,1.155198224
58375,5UAY,2.5,1.155191674
58376,6AEZ,1.63,1.155161957
58377,1KDG,1.5,1.155105296
58378,1S0U,2.42,1.155095717
58379,5JA9,1.85,1.155087973
58380,5D59,2.4,1.155082482
58381,1.00E+51,2.83,1.155057631
58382,2BL2,2.1,1.155012932
58383,5BQE,2.3,1.15500679
58384,3QWD,2.1,1.154992728
58385,1U41,2.2,1.154972384
58386,3RCB,2.49,1.154962625
58387,6GIP,2.17,1.154954451
58388,2YCL,1.95,1.154927193
58389,1J9K,2.1,1.154921802
58390,3KHD,2.7,1.154890644
58391,6GR8,1.75,1.154881485
58392,3UAR,2.5,1.154876718
58393,6ILD,1.88,1.154844513
58394,04-Dec,1.98,1.154819929
58395,3HXU,2.1,1.154806461
58396,3PP7,2.35,1.154804195
58397,4QB0,1.75,1.154799728
58398,6W3D,1.38,1.154793876
58399,2JKD,2.5,1.154793069
58400,1SFL,1.9,1.154775666
58401,6VPH,2.14,1.154766536
58402,4PHO,2.12,1.154745664
58403,3FAY,2.2,1.154729567
58404,4KZL,2.0,1.154728889
58405,3OWA,1.97,1.15472793
58406,3NRF,1.5,1.1547077
58407,2FYT,2.0,1.154688717
58408,5HBV,2.7,1.154654383
58409,2P10,2.15,1.15461459
58410,4O4B,1.79,1.154610858
58411,4G26,1.75,1.154610752
58412,5GXW,2.39,1.154591005
58413,5KA2,2.07,1.15458919
58414,3ZUW,2.31,1.154588473
58415,2D8L,1.7,1.154544854
58416,1U9Y,2.65,1.154541729
58417,2ZIC,2.2,1.154517596
58418,5GSD,2.3,1.154514394
58419,4PGL,2.1,1.154493774
58420,4ZCK,2.48,1.154470374
58421,2O14,2.1,1.154452783
58422,3DPC,2.3,1.154447275
58423,4CBN,1.8,1.15444602
58424,1YQ7,2.2,1.154416368
58425,2I6V,1.63,1.154404923
58426,3DDJ,1.8,1.154404891
